,URL,Repo owner,Repo name,Issue #,Repo type,Research Prototype,Repo creation time,Issue creation time,Time Slot/d,Label,Framework,Same Code?,Same Data?,Impacts,Part of Implementation,Project Type,Reporter,Defect types,Root Causes,Manifestation
85,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/309,junyanz,pytorch-CycleGAN-and-pix2pix,309,Solo Repository,Yes,2017-04-18T10:33:05Z,2018-06-28T08:32:02Z,435.0,,pytorch,Yes,No,Bad Performance (lower accuracy),Environment,"User ""fork""",Adaptor,Algorithm/method,Data preprocessing bugs,Evolutionary defects
86,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/325,junyanz,pytorch-CycleGAN-and-pix2pix,325,Solo Repository,Yes,2017-04-18T10:33:05Z,2018-07-17T06:50:54Z,454.0,,pytorch,Yes,No,Incorrect Functionality,Data pipeline,"User ""fork""",Adaptor,Algorithm/method,Data preprocessing bugs,Evolutionary defects
87,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/336,junyanz,pytorch-CycleGAN-and-pix2pix,336,Solo Repository,Yes,2017-04-18T10:33:05Z,2018-07-24T06:50:13Z,461.0,,pytorch,Yes,Yes,Bad Performance (lower accuracy),Training,Research Prototype,Re-user,Algorithm/method,Training configurations,Reproducibility defects
88,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/358,junyanz,pytorch-CycleGAN-and-pix2pix,358,Solo Repository,Yes,2017-04-18T10:33:05Z,2018-08-29T13:18:06Z,498.0,,pytorch,Yes,No,Crash,Training,"User ""fork""",Adaptor,Assignment/initialization,Training configurations,Basic defects
89,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/360,junyanz,pytorch-CycleGAN-and-pix2pix,360,Solo Repository,Yes,2017-04-18T10:33:05Z,2018-08-31T12:38:02Z,500.0,,pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
90,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/398,junyanz,pytorch-CycleGAN-and-pix2pix,398,Solo Repository,Yes,2017-04-18T10:33:05Z,2018-10-08T23:53:21Z,538.0,,pytorch,Yes,Yes,Crash,Modeling,"User ""fork""",Enhancer,Internal interface,Network structure,Evolutionary defects
91,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/422,junyanz,pytorch-CycleGAN-and-pix2pix,422,Solo Repository,Yes,2017-04-18T10:33:05Z,2018-11-04T09:35:10Z,564.0,,pytorch,Yes,No,Crash,Training,"User ""fork""",Adaptor,Algorithm/method,Network Structure,Basic defects
92,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/466,junyanz,pytorch-CycleGAN-and-pix2pix,466,Solo Repository,Yes,2017-04-18T10:33:05Z,2018-12-08T12:34:54Z,599.0,,pytorch,Yes,No,Crash,Data pipeline,"User ""fork""",Adaptor,Assignment/initialization,Low frequency type,Basic defects
93,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/642,junyanz,pytorch-CycleGAN-and-pix2pix,642,Solo Repository,Yes,2017-04-18T10:33:05Z,2019-05-16T07:40:13Z,757.0,,pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,Wrong Environment Configuration,Basic defects
94,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/712,junyanz,pytorch-CycleGAN-and-pix2pix,712,Solo Repository,Yes,2017-04-18T10:33:05Z,2019-07-19T09:59:06Z,821.0,,pytorch,Yes,Not mentioned,Crash,Modeling,"User ""fork""",Adaptor,Assignment/initialization,Network structure,Basic defects
95,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix/issues/76,junyanz,pytorch-CycleGAN-and-pix2pix,76,Solo Repository,Yes,2017-04-18T10:33:05Z,2017-08-16T06:48:11Z,119.0,,pytorch,Yes,Yes,Crash,Environment,Major replication,Re-user,External interface,API defects,Basic defects
96,https://github.com/jwyang/faster-rcnn.pytorch/issues/11,jwyang,faster-rcnn.pytorch,11,Solo Repository,No,2017-08-03T19:46:54Z,2018-01-02T07:53:57Z,151.0,,Pytorch,Yes,No,Crash,Data pipeline,"User ""fork""",Re-user,Assignment/initialization,Training data quality,Evolutionary defects
97,https://github.com/jwyang/faster-rcnn.pytorch/issues/111,jwyang,faster-rcnn.pytorch,111,Solo Repository,No,2017-08-03T19:46:54Z,2018-03-31T10:27:20Z,239.0,,Pytorch,Yes,No,Crash,Training,"User ""fork""",Adaptor,Internal interface,Training configurations,Basic defects
98,https://github.com/jwyang/faster-rcnn.pytorch/issues/147,jwyang,faster-rcnn.pytorch,147,Solo Repository,No,2017-08-03T19:46:54Z,2018-04-26T06:30:48Z,265.0,,Pytorch,Yes,Not mentioned,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
99,https://github.com/jwyang/faster-rcnn.pytorch/issues/15,jwyang,faster-rcnn.pytorch,15,Solo Repository,No,2017-08-03T19:46:54Z,2018-01-15T17:38:49Z,164.0,,Pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,Internal interface,GPU Usage Bug,Basic defects
100,https://github.com/jwyang/faster-rcnn.pytorch/issues/190,jwyang,faster-rcnn.pytorch,190,Solo Repository,No,2017-08-03T19:46:54Z,2018-06-06T23:42:53Z,307.0,,Pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
101,https://github.com/jwyang/faster-rcnn.pytorch/issues/222,jwyang,faster-rcnn.pytorch,222,Solo Repository,No,2017-08-03T19:46:54Z,2018-06-30T11:04:33Z,330.0,,Pytorch,No,No,Crash,Environment,"User ""fork""",Adaptor,External interface,GPU Usage Bug,Basic defects
102,https://github.com/jwyang/faster-rcnn.pytorch/issues/235,jwyang,faster-rcnn.pytorch,235,Solo Repository,No,2017-08-03T19:46:54Z,2018-07-10T03:15:10Z,340.0,,Pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
103,https://github.com/jwyang/faster-rcnn.pytorch/issues/303,jwyang,faster-rcnn.pytorch,303,Solo Repository,No,2017-08-03T19:46:54Z,2018-09-11T03:12:07Z,403.0,,Pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,Data structure,Wrong Environment Configuration,Basic defects
104,https://github.com/jwyang/faster-rcnn.pytorch/issues/396,jwyang,faster-rcnn.pytorch,396,Solo Repository,No,2017-08-03T19:46:54Z,2018-12-14T13:39:16Z,497.0,,Pytorch,Yes,Yes,Crash,Environment,Major replication,Re-user,External interface,API defects,Basic defects
105,https://github.com/jwyang/faster-rcnn.pytorch/issues/412,jwyang,faster-rcnn.pytorch,412,Solo Repository,No,2017-08-03T19:46:54Z,2019-01-04T01:05:35Z,518.0,,Pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
106,https://github.com/jwyang/faster-rcnn.pytorch/issues/419,jwyang,faster-rcnn.pytorch,419,Solo Repository,No,2017-08-03T19:46:54Z,2019-01-08T12:34:07Z,522.0,,Pytorch,Yes,Yes,Bad Performance (lower accuracy),Training,"User ""fork""",Re-user,Timing/optimization,Training configurations,Reproducibility defects
107,https://github.com/jwyang/faster-rcnn.pytorch/issues/503,jwyang,faster-rcnn.pytorch,503,Solo Repository,No,2017-08-03T19:46:54Z,2019-04-09T11:49:18Z,613.0,,Pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,Wrong Environment Configuration,Basic defects
108,https://github.com/jwyang/faster-rcnn.pytorch/issues/527,jwyang,faster-rcnn.pytorch,527,,,2017-08-03T19:46:54Z,2019-04-27T13:20:10Z,631.0,,Pytorch,Yes,No,Crash,Data pipeline,"User ""fork""",Adaptor,Algorithm/method,Data preprocessing bugs,Basic defects
109,https://github.com/jwyang/faster-rcnn.pytorch/issues/690,jwyang,faster-rcnn.pytorch,690,Solo Repository,No,2017-08-03T19:46:54Z,2019-11-07T02:04:31Z,825.0,,Pytorch,Yes,No,Crash,Data pipeline,"User ""fork""",Adaptor,Checking,Corrupt Data,Basic defects
110,https://github.com/jwyang/faster-rcnn.pytorch/issues/779,jwyang,faster-rcnn.pytorch,779,Solo Repository,No,2017-08-03T19:46:54Z,2020-04-11T21:20:31Z,982.0,,Pytorch,Yes,Yes,Crash,Training,"User ""fork""",Re-user,Assignment/initialization,Training configurations,Basic defects
111,https://github.com/jwyang/faster-rcnn.pytorch/issues/9,jwyang,faster-rcnn.pytorch,9,Solo Repository,No,2017-08-03T19:46:54Z,2017-12-28T10:28:10Z,146.0,,Pytorch,Yes,Yes,Crash,Environment,Major replication,Re-user,Internal interface,Low frequency type,Basic defects
112,https://github.com/jwyang/faster-rcnn.pytorch/issues/99,jwyang,faster-rcnn.pytorch,99,Solo Repository,No,2017-08-03T19:46:54Z,2018-03-16T21:50:13Z,225.0,,Pytorch,Yes,No,Incorrect functionality,Data pipeline,"User ""fork""",Adaptor,Algorithm/method,Training data quality,Evolutionary defects
113,https://github.com/jwyang/faster-rcnn.pytorch/issues/99,jwyang,faster-rcnn.pytorch,99,Solo Repository,No,2017-08-03T19:46:54Z,2018-03-16T21:50:13Z,225.0,,Pytorch,Yes,No,Crash,Data pipeline,"User ""fork""",Adaptor,Algorithm/method,Training configurations,Evolutionary defects
114,https://github.com/matterport/Mask_RCNN/issues/1015,matterport,Mask_RCNN,1015,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-10-09T19:57:25Z,354.0,,Keras,No,No,Bad Performance (lower accuracy),Data pipeline,"User ""fork""",Adaptor,Assignment/initialization,Training data quality,Evolutionary defects
115,https://github.com/matterport/Mask_RCNN/issues/1070,matterport,Mask_RCNN,1070,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-10-25T16:04:07Z,370.0,,Keras,yes,yes,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
116,https://github.com/matterport/Mask_RCNN/issues/1828,matterport,Mask_RCNN,1828,Solo Repository,Yes,2017-10-19T20:28:34Z,2019-10-27T16:32:46Z,737.0,,Keras,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
117,https://github.com/matterport/Mask_RCNN/issues/1938,matterport,Mask_RCNN,1938,Solo Repository,Yes,2017-10-19T20:28:34Z,2019-12-31T11:30:13Z,802.0,,Keras,Yes,Yes,Bad Performance (lower speed),Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
118,https://github.com/matterport/Mask_RCNN/issues/2165,matterport,Mask_RCNN,2165,Solo Repository,Yes,2017-10-19T20:28:34Z,2020-05-07T02:28:27Z,930.0,,Keras,No,No,Incorrect functionality,Training,"User ""fork""",Enhancer,Algorithm/method,Low frequency type,Evolutionary defects
119,https://github.com/matterport/Mask_RCNN/issues/270,matterport,Mask_RCNN,270,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-02-21T19:48:50Z,124.0,,Keras,yes,yes,Low frequency type,Training,"User ""fork""",Re-user,Non-functional defects,Insufficient/incorrect documentation,Reproducibility defects
120,https://github.com/matterport/Mask_RCNN/issues/372,matterport,Mask_RCNN,372,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-03-28T11:19:19Z,159.0,,Keras,yes,No,Incorrect functionality,Training,"User ""fork""",Adaptor,algorithm/method,Training configurations,Evolutionary defects
121,https://github.com/matterport/Mask_RCNN/issues/410,matterport,Mask_RCNN,410,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-04-07T16:34:27Z,169.0,,Keras,yes,no,crash,Training,"User ""fork""",Adaptor,Assignment/initialization,Hyperparameters,Basic defects
122,https://github.com/matterport/Mask_RCNN/issues/578,matterport,Mask_RCNN,578,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-05-20T21:26:30Z,213.0,,Keras,Yes,No,Crash,Data pipeline,"User ""fork""",Adaptor,Assignment/initialization,Data preprocessing bugs,Basic defects
123,https://github.com/matterport/Mask_RCNN/issues/6,matterport,Mask_RCNN,6,Solo Repository,Yes,2017-10-19T20:28:34Z,2017-11-02T15:53:15Z,13.0,,Keras,yes,yes,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
124,https://github.com/matterport/Mask_RCNN/issues/604,matterport,Mask_RCNN,604,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-05-28T10:41:10Z,220.0,,Keras,Yes,No,Crash,Environment,"User ""fork""",Re-user,Assignment/initialization,Wrong Environment Configuration,Basic defects
125,https://github.com/matterport/Mask_RCNN/issues/635,matterport,Mask_RCNN,635,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-06-03T18:39:04Z,226.0,,Keras,yes,no,Bad Performance (lower accuracy),Data pipeline,"User ""fork""",Adaptor,Timing/optimization,Training data quality,Evolutionary defects
126,https://github.com/matterport/Mask_RCNN/issues/635,matterport,Mask_RCNN,635,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-06-03T18:39:04Z,226.0,,Keras,yes,no,Bad Performance (lower accuracy),Modeling,"User ""fork""",Adaptor,Algorithm/method,Network Structure,Evolutionary defects
127,https://github.com/matterport/Mask_RCNN/issues/636,matterport,Mask_RCNN,636,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-06-04T03:52:56Z,227.0,,Keras,Yes,No,Crash,Data pipeline,"User ""fork""",Adaptor,Assignment/initialization,Corrupt data,Basic defects
128,https://github.com/matterport/Mask_RCNN/issues/796,matterport,Mask_RCNN,796,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-07-19T15:58:15Z,272.0,,Keras,yes,Yes,Crash,Training,"User ""fork""",Re-user,Assignment/initialization,Training configurations,Basic defects
129,https://github.com/matterport/Mask_RCNN/issues/875,matterport,Mask_RCNN,875,Solo Repository,Yes,2017-10-19T20:28:34Z,2018-08-20T13:36:47Z,304.0,,Keras,Yes,Yes,Bad Performance (lower speed),Training,Research Prototype,Re-user,algorithm/method,GPU Usage Bug,Evolutionary defects
130,https://github.com/NVIDIA/DeepLearningExamples/issues/1004,NVIDIA,DeepLearningExamples,1004,Zoo Repository,No,2018-05-02T17:04:05Z,2021-09-16T16:23:36Z,1232.0,['bug'],TensorFlow,Yes,Yes,Bad Performance (lower accuracy),Training,"User ""fork""",Re-user,Timing/optimization,Hyperparameters,Reproducibility defects
131,https://github.com/NVIDIA/DeepLearningExamples/issues/156,NVIDIA,DeepLearningExamples,156,Zoo Repository,No,2018-05-02T17:04:05Z,2019-08-13T17:38:59Z,468.0,,TensorFlow,Yes,Yes,Bad Performance (lower speed),Training,"User ""fork""",Adaptor,Non-functional defects,Low frequency type,Reproducibility defects
132,https://github.com/NVIDIA/DeepLearningExamples/issues/166,NVIDIA,DeepLearningExamples,166,Zoo Repository,No,2018-05-02T17:04:05Z,2019-08-19T02:32:28Z,473.0,,Tensorflow,Yes,yes,Crash,Environment,"User ""fork""",Re-user,Internal interface,API defects,Basic defects
133,https://github.com/NVIDIA/DeepLearningExamples/issues/242,NVIDIA,DeepLearningExamples,242,Zoo Repository,No,2018-05-02T17:04:05Z,2019-10-02T19:54:00Z,518.0,,TensorFlow,Yes,Yes,Incorrect Functionality,Training,Major replication,Re-user,Algorithm/method,Low frequency type,Evolutionary defects
134,https://github.com/NVIDIA/DeepLearningExamples/issues/257,NVIDIA,DeepLearningExamples,257,Zoo Repository,No,2018-05-02T17:04:05Z,2019-10-15T10:01:12Z,530.0,,Tensorflow,yes,yes,Crash,Environment,Major replication,Enhancer,Internal interface,Wrong Environment Configuration,Basic defects
135,https://github.com/NVIDIA/DeepLearningExamples/issues/308,NVIDIA,DeepLearningExamples,308,Zoo Repository,No,2018-05-02T17:04:05Z,2019-11-19T22:25:27Z,566.0,,PyTorch,Not mentioned,Not mentioned,Crash,Environment,"User ""fork""",Re-user,Internal interface,API defects,Basic defects
136,https://github.com/NVIDIA/DeepLearningExamples/issues/319,NVIDIA,DeepLearningExamples,319,Zoo Repository,No,2018-05-02T17:04:05Z,2019-11-27T14:37:33Z,573.0,,TensorFlow,Yes,Yes,Crash,Modeling,"User ""fork""",Re-user,Assignment/initialization,Model/weight,Basic defects
137,https://github.com/NVIDIA/DeepLearningExamples/issues/383,NVIDIA,DeepLearningExamples,383,Zoo Repository,No,2018-05-02T17:04:05Z,2020-01-23T23:28:38Z,631.0,['bug'],Tensorflow,Not mentioned,Not mentioned,Low frequency type,Environment,"User ""fork""",Re-user,Algorithm/method,Low frequency type,Reproducibility defects
138,https://github.com/NVIDIA/DeepLearningExamples/issues/51,NVIDIA,DeepLearningExamples,51,Zoo Repository,No,2018-05-02T17:04:05Z,2019-05-22T21:41:04Z,385.0,,TensorFlow,Yes,Yes,Bad Performance (lower accuracy),Training,"User ""fork""",Re-user,Assignment/initialization,Low frequency type,Reproducibility defects
139,https://github.com/NVIDIA/DeepLearningExamples/issues/679,NVIDIA,DeepLearningExamples,679,Zoo Repository,No,2018-05-02T17:04:05Z,2020-09-08T14:16:25Z,859.0,['bug'],TensorFlow,Yes,Yes,Crash,Environment,Major replication,Re-user,External interface,API defects,Basic defects
140,https://github.com/NVIDIA/DeepLearningExamples/issues/681,NVIDIA,DeepLearningExamples,681,Zoo Repository,No,2018-05-02T17:04:05Z,2020-09-09T02:20:18Z,860.0,['bug'],PyTorch,Not mentioned,Not mentioned,Crash,Environment,"User ""fork""",Re-user,Internal interface,Low frequency type,Basic defects
141,https://github.com/NVIDIA/DeepLearningExamples/issues/78,NVIDIA,DeepLearningExamples,78,Zoo Repository,No,2018-05-02T17:04:05Z,2019-06-10T22:25:59Z,404.0,,TensorFlow,Yes,No,Numerical Instability,Training,"User ""fork""",Adaptor,Data structure,Training configurations,Evolutionary defects
142,https://github.com/NVIDIA/DeepLearningExamples/issues/820,NVIDIA,DeepLearningExamples,820,Zoo Repository,No,2018-05-02T17:04:05Z,2021-02-01T01:05:59Z,1005.0,,PyTorch,Yes,yes,Crash,Data pipeline,"User ""fork""",Re-user,Internal interface,Data preprocessing bugs,Basic defects
143,https://github.com/NVIDIA/DeepLearningExamples/issues/840,NVIDIA,DeepLearningExamples,840,Zoo Repository,No,2018-05-02T17:04:05Z,2021-02-23T16:30:01Z,1027.0,['bug'],TensorFlow,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,Low frequency type,Basic defects
144,https://github.com/NVIDIA/DeepLearningExamples/issues/87,NVIDIA,DeepLearningExamples,87,Zoo Repository,No,2018-05-02T17:04:05Z,2019-06-26T05:43:14Z,419.0,,PyTorch,yes,Not mentioned,Crash,Training,"User ""fork""",Re-user,Assignment/initialization,Insufficient/incorrect documentation,Basic defects
145,https://github.com/NVIDIA/DeepLearningExamples/issues/956,NVIDIA,DeepLearningExamples,956,Zoo Repository,No,2018-05-02T17:04:05Z,2021-06-11T03:47:01Z,1135.0,['bug'],TensorFlow,Yes,Yes,Crash,Environment,Major replication,Re-user,Internal interface,Wrong Environment Configuration,Basic defects
146,https://github.com/NVIDIA/DeepLearningExamples/issues/964,NVIDIA,DeepLearningExamples,964,Zoo Repository,No,2018-05-02T17:04:05Z,2021-07-11T01:37:43Z,1165.0,['bug'],TensorFlow,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,Wrong Environment Configuration,Basic defects
147,https://github.com/NVIDIA/DeepLearningExamples/issues/97,NVIDIA,DeepLearningExamples,97,Zoo Repository,No,2018-05-02T17:04:05Z,2019-07-04T08:00:51Z,427.0,,TensorFlow,Yes,Yes,Bad Performance (lower accuracy),Training,"User ""fork""",Re-user,Timing/optimization,Hyperparameters,Reproducibility defects
148,https://github.com/open-mmlab/mmdetection/issues/1811,open-mmlab,mmdetection,1811,Zoo Repository,No,2018-08-22T07:06:06Z,2019-12-14T06:22:27Z,478.0,,Pytorch,Yes,Not mentioned,Crash,Environment,"User ""fork""",Re-user,Internal interface,Low frequency type,Basic defects
149,https://github.com/open-mmlab/mmdetection/issues/188,open-mmlab,mmdetection,188,Zoo Repository,No,2018-08-22T07:06:06Z,2018-12-16T03:33:37Z,115.0,,Pytorch,Yes,No,Crash,Training,"User ""fork""",Adaptor,Memory exhaustion,Training configurations,Basic defects
150,https://github.com/open-mmlab/mmdetection/issues/2153,open-mmlab,mmdetection,2153,Zoo Repository,No,2018-08-22T07:06:06Z,2020-02-25T13:25:12Z,552.0,['awaiting response'],pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,Internal interface,Wrong Environment Configuration,Basic defects
151,https://github.com/open-mmlab/mmdetection/issues/22,open-mmlab,mmdetection,22,Zoo Repository,No,2018-08-22T07:06:06Z,2018-10-13T02:26:07Z,51.0,,Pytorch,Yes,Not mentioned,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
152,https://github.com/open-mmlab/mmdetection/issues/2627,open-mmlab,mmdetection,2627,Zoo Repository,No,2018-08-22T07:06:06Z,2020-05-06T12:35:30Z,623.0,,pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
153,https://github.com/open-mmlab/mmdetection/issues/2665,open-mmlab,mmdetection,2665,Zoo Repository,No,2018-08-22T07:06:06Z,2020-05-09T09:22:29Z,626.0,,pytorch,Yes,Yes,Incorrect functionality,Data pipeline,Major replication,Enhancer,Checking,Data preprocessing bugs,Evolutionary defects
154,https://github.com/open-mmlab/mmdetection/issues/2678,open-mmlab,mmdetection,2678,Zoo Repository,No,2018-08-22T07:06:06Z,2020-05-10T21:46:27Z,627.0,['installation/env'],Pytorch,Yes,Not mentioned,Crash,Environment,Major replication,Re-user,External interface,GPU usage bug,Basic defects
155,https://github.com/open-mmlab/mmdetection/issues/2734,open-mmlab,mmdetection,2734,Zoo Repository,No,2018-08-22T07:06:06Z,2020-05-16T03:21:42Z,632.0,['bug'],Pytorch,Yes,Not mentioned,Crash,Environment,Major replication,Re-user,Internal interface,API defects,Basic defects
156,https://github.com/open-mmlab/mmdetection/issues/3271,open-mmlab,mmdetection,3271,Zoo Repository,No,2018-08-22T07:06:06Z,2020-07-10T04:31:27Z,687.0,['installation/env'],Pytorch,Yes,Not mentioned,Crash,Environment,"User ""fork""",Re-user,Internal interface,Wrong Environment Configuration,Basic defects
157,https://github.com/open-mmlab/mmdetection/issues/367,open-mmlab,mmdetection,367,Zoo Repository,No,2018-08-22T07:06:06Z,2019-03-06T14:45:17Z,196.0,,pytorch,Yes,Yes,Crash,Environment,"User ""fork""",Re-user,External interface,Wrong Environment Configuration,Basic defects
158,https://github.com/open-mmlab/mmdetection/issues/385,open-mmlab,mmdetection,385,Zoo Repository,No,2018-08-22T07:06:06Z,2019-03-10T13:04:19Z,200.0,['installation/env'],Pytorch,Yes,Not mentioned,Crash,Environment,"User ""fork""",Re-user,External interface,API defects,Basic defects
159,https://github.com/open-mmlab/mmdetection/issues/413,open-mmlab,mmdetection,413,Zoo Repository,No,2018-08-22T07:06:06Z,2019-03-18T10:59:30Z,208.0,,Pytorch,Yes,Not mentioned,Crash,Environment,"User ""fork""",Re-user,External interface,Wrong Environment Configuration,Basic defects
160,https://github.com/open-mmlab/mmdetection/issues/4309,open-mmlab,mmdetection,4309,Zoo Repository,No,2018-08-22T07:06:06Z,2020-12-15T09:01:21Z,846.0,,Pytorch,Not mentioned,Not mentioned,Crash,Data pipeline,"User ""fork""",Re-user,Internal interface,Low frequency type,Basic defects
161,https://github.com/open-mmlab/mmdetection/issues/482,open-mmlab,mmdetection,482,Zoo Repository,No,2018-08-22T07:06:06Z,2019-04-11T01:54:50Z,231.0,,pytorch,Yes,No,Crash,Data pipeline,"User ""fork""",Adaptor,Assignment/initialization,Corrupt Data,Basic defects
162,https://github.com/open-mmlab/mmdetection/issues/5329,open-mmlab,mmdetection,5329,Zoo Repository,No,2018-08-22T07:06:06Z,2021-06-10T07:49:27Z,1023.0,['deployment'],pytorch,No,Yes,Crash,Modeling,"User ""fork""",Enhancer,Data structure,Model/weight,Evolutionary defects
163,https://github.com/open-mmlab/mmdetection/issues/5377,open-mmlab,mmdetection,5377,Zoo Repository,No,2018-08-22T07:06:06Z,2021-06-16T19:50:56Z,1029.0,['reimplementation'],pytorch,Yes,No,Crash,Data pipeline,"User ""fork""",Adaptor,Assignment/initialization,Data preprocessing bugs,Basic defects
164,https://github.com/phillipi/pix2pix/issues/116,phillipi,pix2pix,116,Solo Repository,Yes,2016-11-16T22:48:50Z,2017-11-20T10:04:54Z,368.0,,Lua,Yes,No,Bad Performance (lower accuracy),Data pipeline,"User ""fork""",Re-user,Internal interface,Data preprocessing bugs,Reproducibility defects
165,https://github.com/phillipi/pix2pix/issues/126,phillipi,pix2pix,126,Solo Repository,Yes,2016-11-16T22:48:50Z,2018-01-19T07:36:30Z,428.0,,Lua,Yes,No,Bad Performance (lower accuracy),Training,"User ""fork""",Adaptor,Timing/optimization,Hyperparameters,Reproducibility defects
166,https://github.com/phillipi/pix2pix/issues/148,phillipi,pix2pix,148,Solo Repository,Yes,2016-11-16T22:48:50Z,2018-08-20T13:49:05Z,641.0,,Lua,Yes,Yes,Bad Performance (lower accuracy),Data pipeline,"User ""fork""",Enhancer,algorithm/method,Data preprocessing bugs,Evolutionary defects
167,https://github.com/phillipi/pix2pix/issues/159,phillipi,pix2pix,159,Solo Repository,Yes,2016-11-16T22:48:50Z,2019-02-17T18:02:01Z,822.0,,Lua,Yes,Yes,Crash,Data pipeline,"User ""fork""",Re-user,Non-functional defects,Training data quality,Basic defects
168,https://github.com/phillipi/pix2pix/issues/48,phillipi,pix2pix,48,Solo Repository,Yes,2016-11-16T22:48:50Z,2017-02-07T19:32:30Z,82.0,,Lua,Yes,No,Memory Exhaustion,Data pipeline,"User ""fork""",Adaptor,External interface,GPU Usage Bug,Basic defects
169,https://github.com/pytorch/vision/issues/1042,pytorch,vision,1042,Zoo Repository,No,2016-11-09T23:11:43Z,2019-06-24T06:46:30Z,956.0,,pytorch,Yes,No,Incorrect functionality,Data pipeline,Major replication,Adaptor,Algorithm/method,Corrupt Data,Evolutionary defects
170,https://github.com/pytorch/vision/issues/105,pytorch,vision,105,Zoo Repository,No,2016-11-09T23:11:43Z,2017-03-14T11:41:56Z,124.0,,pytorch,Yes,No,Crash,Data pipeline,Major replication,Adaptor,Data structure,Data preprocessing bugs,Basic defects
